mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
-148.6391734,145.7463112,-9.363638697,48.45377028,10.55743718,18.00643194,-2.626047985,16.95548949,-11.51266129,8.724416911,-8.164550812,3.230692524,-0.667059721,-0.727791088,-6.821160298,-3.942547253,-15.73937016,-5.604687665,-5.802769757,-0.048728947,blues
-110.2600792,90.70181195,-2.527486907,74.05327233,-11.74730064,39.21467143,-13.1718193,20.53527365,-17.16364137,12.82871271,-21.43357994,5.952405103,-8.033585673,4.239867717,-16.48555224,6.542502571,-5.69594348,-3.640864028,-4.856883647,1.854516431,blues
-314.5828092,139.9267411,11.86585129,30.11331433,-7.549763524,14.91417902,-2.699562369,6.70792996,-6.391600672,2.819350095,-11.71541354,2.077479594,-11.44250148,-9.504389523,-15.18549486,-9.355572388,-5.672771474,1.564771999,0.890935739,-7.9603765,blues
-130.5539723,139.9770993,-1.269146063,39.32365377,-6.351805686,19.76908921,-11.21304153,27.24610694,-16.5326656,7.031402854,-1.197161377,1.61175753,-6.628306543,4.952240321,-1.633326062,0.956659146,-4.840757296,-5.966955169,-2.782186921,-6.494001173,blues
-113.1677733,88.70933416,-8.925342997,49.48749509,-34.58000748,15.86509054,-17.74437604,14.71409893,-11.20761584,15.36656408,-15.08172996,8.74878817,-18.63089896,5.474218053,-9.267429646,8.017964216,-9.55207437,5.873593846,-4.402835066,3.615348581,blues
-89.35790637,93.78605524,-14.57453769,54.39165392,-33.50837964,19.42099379,-19.76160055,13.02632019,-13.8659572,14.6077659,-14.96952599,10.58557066,-18.02693446,6.654246868,-10.20474701,6.527642259,-10.8467453,3.319423395,-6.189024384,2.994840594,blues
-54.72768903,119.4731949,-34.84558258,37.52879271,-15.87404215,22.06843985,-14.65540389,18.51984869,-9.629923766,11.25599983,-11.72300494,11.53546228,-6.421255947,1.788087221,-5.874568806,0.370938726,-9.066487747,-2.02123164,-5.417519707,0.02424382,blues
-206.2784314,126.627468,10.58520484,43.22316786,12.50148752,19.42500199,0.357382241,12.73880823,-4.572330207,4.050817279,-4.413952821,3.659408618,-1.448480704,-1.695150183,-7.157463819,1.1711139,-6.221974597,0.60070259,-1.605094951,-0.528773855,blues
-233.7245905,101.1835951,17.65027183,23.73435507,2.079372162,25.94029263,-16.9677095,15.09417308,-22.27878781,4.400507332,-23.20163672,-6.046127063,-5.065351166,1.073172689,-5.780491663,-8.305595504,-11.38634609,-6.7253159,-10.02770672,-14.03526912,blues
-95.42442278,101.3686522,-20.68249653,48.65547563,-30.25863918,20.80252651,-18.30375829,14.13491654,-12.7875797,13.4337008,-14.07236658,7.723720643,-19.22414899,2.856371934,-9.809445015,6.911755575,-11.30316383,8.940704317,-2.959638893,-0.975428054,blues
-239.0109149,108.6692178,34.14935029,30.24279361,-0.470996842,27.29651601,-21.38908541,14.15584685,-24.50563126,-1.876819554,-28.05226482,-11.25826339,-16.48410109,-7.636356815,-12.79629067,-15.35203115,-13.7322824,-7.400161033,-10.08395436,-13.28513959,blues
-207.556796,124.0067172,8.930561659,35.87468448,2.916037722,21.52372484,-8.554703082,23.35867245,-10.10361636,11.90374352,-5.560387184,5.376802045,-2.239119328,4.216963081,-6.012273272,0.936108547,-0.716536847,0.293875173,-0.287430665,0.531572923,blues
-90.67748533,100.0931325,-23.91626687,52.58112451,-20.91639176,31.49415467,-11.20332918,20.08538223,-10.90922007,17.55622918,-14.09252534,12.98806679,-11.41539164,2.906068828,-12.01291414,4.822584651,-11.15667354,1.15921044,-3.913955866,3.250426841,blues
-155.5049307,125.6388571,1.596554065,45.8045225,0.900779402,25.36756349,-10.78749602,15.56638031,-11.92046779,1.264440356,-6.649819496,-0.792893627,-7.748056922,0.413547825,-7.030261896,3.997678135,-6.25661173,0.958226194,2.019821806,-5.742188843,blues
-19.86714999,98.89780765,-24.47780978,49.59175874,-16.20219314,30.20445627,-18.02930065,27.5621453,-11.4053387,14.88330138,-8.911967522,11.67480339,-10.88706124,9.315449243,-5.83309084,9.261364302,-4.050388375,3.25589882,-3.466851895,2.380785185,blues
-98.67475288,104.7954128,-35.1095647,60.70162754,-2.831404205,22.23679389,-7.836520625,19.0300446,-11.58136572,17.02094986,-5.386073799,12.20205493,-9.961466777,0.357867748,-4.265253484,6.134886862,-4.830016484,1.503692399,-1.491253867,3.509777175,blues
-29.01099041,104.5329141,-30.97420733,38.15639212,-7.991166727,30.88857057,-20.59783069,25.82910608,-12.95356354,16.9414852,-12.26539325,10.78645369,-10.55881239,6.877709433,-10.29485759,6.967845409,-10.25609959,0.705013954,-6.000722017,1.348955186,blues
-52.69306053,74.43028376,-18.69243672,56.3238728,-3.939687508,31.97183857,-16.45963824,22.40939979,-12.25782886,27.21674585,-9.233178155,7.792498608,-10.56192625,6.946956339,-9.127866735,13.02009076,-9.854002335,3.689459515,-4.947725954,4.42606577,blues
-255.965774,110.8230464,21.50521511,67.57123261,4.299803691,43.10545616,-4.507724738,10.42353278,-8.69432712,1.658149333,-20.59315483,-2.442928914,-7.130864679,-11.16391677,-12.60940783,2.742009426,-8.948849379,-7.940728065,-2.34415662,-0.705606234,blues
-287.9149646,123.9800641,5.459753809,33.67808858,1.091916977,14.70446997,-4.89855194,8.654900477,0.784048866,6.570926677,-4.878657789,-3.180865888,-5.55642033,-6.78962654,-2.644639572,-2.984926953,-3.38520149,-1.856390012,1.836150677,-4.897419816,blues
-106.3110322,102.6309533,-20.15512486,59.36037386,-9.954544235,33.6891826,-14.17039981,23.5100006,-13.31406825,16.0142855,-18.91698107,7.821362972,-7.788121903,4.047836057,-11.34093939,2.060218228,-5.739425851,0.464256723,-1.909088902,-3.128307765,blues
-76.7179593,105.7535297,-43.18175544,60.94585045,-8.758631037,21.22707895,-12.8648456,18.60384403,-11.38493864,14.54176618,-6.047970457,12.72695912,-9.366809394,1.350859246,-3.609972297,6.99760852,-4.053007598,-0.271426782,-3.696091569,-0.504041438,blues
-85.15025014,88.80672183,-16.32261109,59.22451606,-35.99024194,14.38572993,-22.3086123,9.647323007,-14.82033857,11.17799659,-14.80445689,8.478452589,-19.5902255,6.413210324,-13.77966726,6.112036566,-13.1546438,3.933455897,-7.615453547,3.752625581,blues
-55.57924338,114.9358479,-37.05283085,64.89651335,-7.139352961,15.23838491,-16.22261541,18.63080904,-9.745891982,21.460042,-5.641415513,12.78231677,-16.52868092,3.793787703,-7.890870106,8.477609158,-4.065209517,3.207440813,-5.178250488,-1.279523676,blues
-209.7892658,124.4584492,10.31038038,47.01800569,6.510237682,15.40544917,-1.992709614,6.717405084,-21.55419303,10.72171608,-5.524965331,-2.205935128,-3.038192206,8.645515807,-0.304229969,-0.637743824,-2.939884844,-1.705922782,-1.769589583,-7.762957959,blues
-163.2111411,89.79104085,12.97925648,80.69127283,3.660786589,39.74197618,-5.403829844,26.50049576,-13.16073895,2.710211419,-20.55235429,6.008638715,-2.910059391,-0.434612871,-17.54547369,4.154533096,-5.990226378,-7.860422978,-8.565095958,1.857710812,blues
-86.35233803,92.67524457,-15.37740712,54.05977702,0.883208639,31.56392771,-14.61539922,23.32006585,-14.97542064,15.33582423,-7.047201621,12.18127253,-6.097625448,7.025420264,-5.805348222,7.432128471,-6.075142762,3.382991001,-4.276934184,1.238193206,blues
-29.36209286,108.6679501,-25.57316485,38.42946989,-18.32509084,21.78109568,-25.16165743,22.38704839,-17.60412666,14.66011923,-12.07850604,5.456503987,-7.687712606,7.410599664,-11.31917691,7.229288382,-9.466552123,1.930058848,-6.328475554,-1.304812373,blues
-236.3609885,161.6974159,-1.135944007,27.27111808,9.595981745,20.60488505,0.241901378,13.79056647,-0.495927151,10.18213813,-4.452853651,5.509446463,-3.713326023,-0.89549642,-4.900800964,-2.866824801,-3.761341711,-3.345708046,-2.410349867,-3.780144727,blues
-171.7860637,120.2802331,15.33658088,21.09728061,-5.410020841,24.19247476,-24.14030895,18.54532486,-22.35298736,1.302639764,-20.76129345,-4.984545167,-17.11959527,-7.89807627,-15.32115835,-9.350151077,-8.906130248,-8.516965254,-14.3300108,-19.93520289,blues
-92.74798144,115.3395272,-35.06427174,57.86155689,1.845091075,26.61661143,-14.55245329,22.13325465,-8.209146077,11.01595096,-5.643600363,7.277173917,-10.2059734,1.332175321,-4.105897396,0.978302498,-6.553786837,-0.682512074,-2.126826495,-1.518243235,blues
-233.7636134,120.6735103,-3.171084847,39.54099418,3.857456385,18.8404291,-3.691825142,4.43185386,-14.97804442,17.56764995,1.840066319,2.537328781,-1.24045472,8.439245631,-0.210691659,-3.906119519,-4.478782905,-0.012436775,1.293613668,-2.08479633,blues
-328.6737928,102.6968735,19.87606364,26.73125702,7.158257714,22.71664301,-6.956796509,12.80435209,-10.70874844,-0.4193489,-12.36397563,-8.897177477,-9.238519262,-9.109326211,-9.003835777,-7.640766615,-7.190915716,-9.368476571,-4.470060256,-3.688800211,blues
-82.97902287,107.0521127,-25.32045326,57.12499467,0.085438585,34.69680382,-11.04202152,20.53269762,-11.21317757,14.83412613,-10.22933434,12.53958203,-9.762304045,2.562253491,-6.300853275,2.996784798,-8.718455528,-0.326581302,-2.980347305,0.712600612,blues
-182.6382908,90.67679749,14.11908488,67.54982641,2.693213817,38.43052857,-8.410898355,24.12744626,-13.78199067,4.835996283,-16.68203086,5.811708476,-5.14953343,0.192984365,-14.48076226,6.86288377,-4.442362143,-2.98688887,-4.816248176,5.400324815,blues
-90.75439379,140.4599069,-29.10996529,31.6890144,-13.98703601,25.75476116,-13.6495859,11.629271,-11.78058891,9.70644235,-13.12311144,5.789264865,-8.905224434,-1.08371999,-9.218358897,2.45580523,-7.726901333,-1.815723851,-3.433434272,-2.226821441,blues
-192.6671869,111.1907745,21.37272314,26.39834101,-0.646121835,23.48673626,-25.46455116,16.93773145,-16.97705476,5.788635602,-25.73020617,-5.04472669,-17.63181978,-7.921687072,-15.15240403,-12.34254562,-17.22776515,-7.77172777,-13.03396062,-17.94575,blues
-190.1494699,130.296951,-36.34413831,33.01305036,11.10693553,-0.615158307,-20.86200954,0.270091124,-6.489759729,-5.517093201,-7.840327992,-3.125678352,-6.593118172,-9.942267639,-6.537223947,-10.06475467,-10.91217123,-6.972478915,-3.44903336,-6.495510607,blues
-199.4311444,150.0992178,5.647594316,26.87192745,1.754462574,14.23834423,-4.830882173,9.297965261,-0.757741166,8.149012191,-3.196313537,6.087675943,-2.476420489,-1.073890395,-2.874777409,0.780976293,-3.316932191,0.637980873,-0.619689823,-3.408233245,blues
-109.1653551,100.6215001,-8.614720855,47.35847504,-6.555959814,39.61361488,-8.518134349,29.56467247,-16.57596153,13.16563437,-24.20979343,6.585774058,-8.642620995,4.9122586,-15.44280377,1.538750366,-6.732474384,1.41777407,-3.96175047,3.287460268,blues
-332.482336,128.0429224,28.93669219,41.82835318,31.28125031,23.35307739,5.81631003,8.992064663,-3.846627233,3.733483613,-0.858986722,-0.424217466,1.495610236,-1.555773816,-0.837087137,2.156455239,-3.899822729,-4.198856852,-5.930101938,-3.434428579,blues
-217.2112174,105.7911755,15.61861388,25.26306031,-1.43799814,30.19539489,-17.71364289,17.32149949,-27.20954,4.33982853,-20.06342933,-10.69590481,-14.22488229,-5.156212417,-3.471578247,-6.184278702,-15.32531986,-6.845779164,-9.828355215,-13.94139198,blues
-177.8690482,118.1969162,-17.55067264,30.75863456,-21.74274602,11.9038018,-20.73424857,3.180597272,-8.583483732,-0.936487501,-11.77627331,-2.420614626,-9.339364687,-9.939324892,-3.909892093,-5.570624715,-1.839023212,-2.778421089,-3.046866149,-8.115809022,blues
-121.4088446,96.10607986,-19.61325492,48.01165385,-38.79870019,24.74675032,-32.93358791,8.099362394,-17.79816687,6.109449206,-19.98654303,6.793615959,-19.33388207,-0.114446633,-12.25043312,-4.927438149,-10.40958054,-2.049565855,-1.768210771,-3.962158615,blues
-227.264777,137.76237,-14.50045911,63.55687667,5.626699442,11.9615892,1.906221125,-1.880767556,-7.609112696,-2.470594724,-2.884145475,-9.432814718,-10.91691457,3.56943591,4.139583174,0.092946422,-2.972927882,-1.376939986,7.550498683,-3.032518462,blues
-212.7903678,139.0573658,9.45922094,35.44129443,12.71755733,20.41384521,-5.570223439,10.88577878,-8.735100629,8.054606209,0.16672753,2.640717599,-1.025016308,-1.406931934,-4.704801604,1.138613257,-9.472101023,-2.187313612,-4.100536665,-3.352783704,blues
-121.3610235,122.5131158,-14.74212969,46.14344435,-8.165333685,20.17652623,-19.17247842,23.05561674,-11.83050252,21.17700883,-6.721190455,7.01094493,-12.74183302,5.066004868,-5.175477933,-1.444024596,-7.037070159,2.697451184,3.409808579,-2.698352833,blues
-118.6652313,87.6009601,6.563413946,45.09428661,-38.90345069,20.81596869,-26.85298964,13.79171034,-17.23416056,5.104991338,-15.70542154,3.978413123,-27.5423085,3.050489123,-15.9469737,10.86855986,-12.6469664,2.820747796,-13.3370952,-4.37553899,blues
-179.3954468,136.4592443,-26.65635893,39.98802679,5.289679319,10.92442691,-20.56188911,8.513764279,-11.3569082,-3.469077424,-8.414554364,-6.954826968,-3.544535424,-8.0512422,-8.959536716,-8.424337148,-10.55888491,-10.78815895,-4.69374852,-8.638613352,blues
-2.524338532,101.252715,-33.92438501,41.51689081,-13.80499643,31.9198719,-21.86482126,24.45844111,-15.88097971,15.78935429,-14.36665632,12.50660824,-13.36882299,6.11281731,-9.06589067,5.033773228,-11.33027759,3.166533703,-4.56759147,-4.033622763,blues
-38.96594077,112.0398427,-31.81703513,38.24083517,-6.320413491,23.33153744,-18.77845593,23.93179557,-10.93610769,13.23385132,-14.3812961,13.32704877,-10.92160185,9.795614616,-5.031276931,7.20098201,-6.754969137,2.663611618,-4.380429791,0.414054707,blues
-288.8017131,105.8996169,18.7913203,23.6884905,5.705110927,25.54915593,-13.4672056,12.42473346,-11.94381907,1.575499058,-15.63626271,-6.665246966,-11.71880042,-2.952338303,-7.380499911,-15.69358932,-10.95854767,-10.877396,-18.50418761,-19.1107415,blues
-109.5092855,86.92240576,-8.607985946,64.49455744,-6.304126355,43.63951502,-8.286753259,28.54610879,-14.07979296,8.125039716,-21.49140138,11.08748018,-5.085793671,3.976359408,-12.85974129,12.34385742,0.026216941,-0.741569724,-5.12661929,3.30344056,blues
-200.2207318,116.3451808,18.06078515,25.2888194,0.315825212,24.17677788,-22.22307983,11.18314558,-26.84191286,-7.64365604,-24.87203561,-12.01528497,-17.00924229,-8.115376344,-11.95901351,-12.61797675,-14.18778121,-8.204475515,-15.02476944,-10.32215011,blues
-301.6862744,111.5392093,21.89565681,16.14559049,8.191590226,22.085966,-8.613638775,1.491923585,-17.07451959,-8.337533128,-17.01128734,-10.57288157,-15.68701841,-12.59877282,-12.24566056,-14.54306541,-10.09230032,-5.780286286,-7.77604869,-7.186642527,blues
-225.2697354,117.6458915,-14.54375676,64.80435919,12.92746732,19.0299639,10.68454797,9.88466135,-2.385687917,11.68836165,1.542958869,3.050155002,-7.630155704,-8.957813515,-4.35259403,-0.062078838,-2.55421905,-3.437579355,-3.866575031,1.316515037,blues
-107.1615375,88.46617381,-4.174954747,55.48419871,-8.007365403,38.4156662,-6.399442836,28.57448336,-19.82057869,13.24709642,-19.24185157,12.0728029,-4.580049185,3.791740464,-16.99106368,11.62459119,-7.360204069,-3.657302511,-7.177438272,1.977192267,blues
-159.544999,69.77960903,-4.39641962,76.85395431,3.920528343,45.1731777,-4.866253983,32.20197639,-9.796956619,7.811904935,-21.82759705,9.683709852,-2.589124489,3.307305931,-14.96698265,10.23580995,-4.084133497,-5.850184793,-2.474234263,6.650417593,blues
-264.6983987,138.8559766,11.18648591,48.52034173,14.91517846,20.57282563,3.207814515,1.247170972,-15.84640812,15.98690918,3.368813996,-1.520128585,1.894726572,6.325552202,-0.986607128,-2.412860346,-3.683063112,0.496944926,5.046816378,-0.780009493,blues
-180.1235962,131.4202586,0.566188269,43.15292883,14.13518646,25.62855495,-5.313080143,12.04028956,-13.5368408,-1.090993328,-7.605674828,2.718054178,0.772588519,1.997588434,-6.093858142,3.48404195,-8.341479094,3.204648256,-0.926943584,-2.243686326,blues
-56.00446009,87.83711005,-1.598438383,41.20678799,-5.615634285,27.78226185,-24.00033548,21.76587735,-18.42797418,12.32417692,-13.71741702,11.8490502,-3.977553187,7.098089372,-4.4654079,5.120333167,-6.648911217,5.869997401,-3.696436464,-1.9659807,blues
-248.9676535,139.0384586,-16.24923784,57.09811707,20.19635867,10.16056388,4.58017719,0.339814461,-7.867881533,-3.466306497,-2.640628682,-2.844094445,-0.893325341,-2.401651059,2.57272092,-5.873962269,-12.40827457,-7.301891785,-0.932404919,-2.699272722,blues
-274.2887845,130.4174235,-6.394799564,70.41067978,13.26585719,9.46310482,7.723188785,-1.245347279,-0.575019932,-2.299992443,3.783482366,0.08091478,-0.939682246,2.295373017,4.290512408,-1.661926028,-10.44482479,-6.797826093,-1.068164465,-1.596130304,blues
-149.9517014,93.62947982,6.343454384,71.51194573,-8.107514099,36.20725255,-9.776674486,17.63980628,-21.11580046,-0.137307143,-22.19928428,5.430453035,-7.462271218,-4.335877371,-12.40164114,9.624599614,-5.014184844,-3.704145518,2.342510522,4.161077271,blues
-245.7564282,140.4859276,-2.764771944,60.43620732,18.93794557,9.833542166,3.563888695,0.532686317,-16.37223959,6.630079272,7.268407751,-4.008892641,1.60825383,5.899378513,-3.022785164,-4.772990341,-3.025786801,-1.993939019,-0.055458803,-3.975349754,blues
-238.5189671,120.0845701,-4.227885749,42.30707219,5.920908396,13.91916098,5.361617794,1.901834048,-16.93320308,12.34527432,3.947014894,-1.384822375,0.021880198,3.586694338,-4.50395221,-5.542268718,-6.888212092,-4.82814199,1.735005806,-1.888814568,blues
-133.0159814,105.7226899,-22.13897319,41.81862045,-26.98873841,19.12245007,-26.56639645,19.23980519,-15.33208604,6.986051993,-10.81320603,6.791204872,-11.72709213,4.397389536,-6.039440775,1.96611379,-12.32032356,3.253893293,-8.809824051,-3.37992039,blues
-177.165864,136.2215941,-26.91518139,36.37628987,-18.76082839,20.9096326,-1.778092087,3.0130118,-5.600873481,5.63846787,-8.117090854,5.642527763,-10.79022752,-2.416264074,-6.943610509,-2.507238487,-5.203642449,-3.40766122,-3.246502175,-2.681820504,blues
-113.5967422,121.557302,-19.15882457,42.35102876,-6.376457094,18.61887471,-13.69791086,15.3446302,-12.28526575,10.98049082,-8.324323401,8.810668332,-3.667367432,5.751690395,-5.16276137,0.7509466,-1.691937255,-0.409953693,-2.300208093,1.219928131,blues
-347.016941,139.2704823,24.17441875,22.19382342,18.69571207,11.665297,9.036069116,6.951592555,-2.015198863,5.426169145,1.675913476,-2.349583112,3.197295125,0.688728392,-3.091588313,-2.107178684,-2.213318462,-4.577963047,-4.726822906,0.066003051,blues
-3.528043319,92.91431753,-25.11040055,45.17769957,-10.86185922,31.85436192,-18.04933213,28.61951037,-10.22403326,14.66693066,-14.89971364,14.74299501,-15.6006662,9.548171711,-14.78873519,2.067855622,-13.8211327,3.563616147,-5.965994839,-1.649997903,blues
-206.9875896,117.7814676,23.25624501,28.29406821,-1.099597861,18.86493903,-21.95371125,17.85511754,-25.58335725,2.128551726,-17.78905399,-8.015466745,-17.61634166,-8.138553789,-8.646157175,-15.53898755,-15.33150601,-9.664871578,-10.10331037,-17.83509995,blues
-30.09457067,103.7322892,-19.75423989,56.40476967,-12.71098994,20.1880024,-17.34038086,16.29243456,-18.43959952,8.924175007,-11.64801592,11.21347195,-8.842511117,9.090302099,-3.579251824,4.372714325,-2.830806818,4.725088883,0.485058016,1.475954722,blues
-177.4907609,115.3461033,9.969872543,54.0513286,7.616936075,28.31429865,-9.058337879,20.05525763,-15.04501584,6.224081805,-5.689818347,1.384242361,-5.837235272,5.016451917,-0.748612351,5.065468045,-5.084879482,-2.795500013,2.435524056,-5.375209219,blues
-194.2545405,151.857147,-1.197269937,39.1980646,16.5816114,18.25757716,-1.396668244,14.88366454,-11.61761352,2.451709712,-5.080099752,3.946018568,-0.900450079,0.638456267,-8.354743807,-7.515804974,-8.049328963,-5.410957376,-2.535688075,0.128512244,blues
-82.45470632,94.14776275,-27.12091658,75.65509963,-27.50995139,35.57621288,-20.27853822,25.10920079,-15.36231018,11.32974173,-13.39863657,8.139763249,-8.494856994,8.283360585,-10.34654872,-3.462061096,-5.223507773,-2.595848108,-8.363732732,-6.978242867,blues
-118.3335107,74.8538519,-19.85836891,46.9415849,-32.54969923,23.82716754,-26.36183571,17.68526348,-13.81125464,11.94149837,-17.87651632,7.544859675,-22.88893643,4.759724017,-12.79163036,5.608855186,-14.72510991,6.684452421,-9.159456439,-2.243775561,blues
-236.6653402,138.4090571,-4.903461529,47.62458246,5.179255781,8.879489246,0.507105478,-3.818273539,-14.97752029,10.42042597,-0.351181644,0.77782937,1.77730615,4.235422613,-0.463350715,-6.10569345,-5.382381961,-1.337586248,-3.71971745,-4.353154157,blues
-213.1808031,115.1527937,-11.71626441,39.02947022,-20.35275538,13.08240382,-9.173480965,9.01614795,-14.09791352,4.278177139,-6.039593544,3.784770211,0.225668547,-5.11363841,-0.413063347,-1.184538344,-1.920714308,-2.293728469,2.891266393,-4.233204324,blues
-252.5339856,104.9274851,15.35357798,42.65663789,6.778398708,21.61889402,-1.299683376,5.684368709,-16.61465721,12.16609362,-1.953307905,1.960557101,-0.881434762,7.778604161,2.390254535,1.774140127,1.339317179,3.630698756,4.910860145,-2.651944267,blues
-284.8195038,108.7856277,9.131956126,51.25903,18.1112561,7.621316894,8.781746681,2.372426026,0.011786518,2.250416762,4.200278029,-3.303734631,1.601560712,2.660516563,3.323454744,3.258919759,-4.551105989,0.493844974,5.937065626,3.231544282,blues
-230.4130179,127.0941858,7.151100103,39.78209007,1.951132202,17.41168872,-5.625576371,8.252521186,-18.10535323,13.83934295,-3.76358507,2.561243209,-4.329452414,6.817760472,-6.157659391,-6.214758363,-4.515433801,-1.850599721,-0.539056139,1.508026381,blues
-228.2279847,130.3535489,-23.29761841,70.17366181,1.13706044,7.609717012,0.91500838,1.989319695,-6.161289542,-9.390745402,-2.566142467,-4.523861097,-0.266734137,0.181102491,-1.513057235,1.460950447,-6.976430898,-8.318998845,4.241006548,0.979681894,blues
-173.7075137,137.1564,-23.76651669,26.98936979,-16.66842036,4.198449426,-12.56662937,5.834842541,-2.881735712,-1.208681184,-1.965735861,1.80053478,-2.988374412,-1.869388682,-0.800155411,-3.023782463,-0.445196069,-1.998228111,-0.743598864,-4.98611249,blues
-86.22530843,91.94844562,-23.40865997,68.25329393,-3.895873631,22.74526394,-9.899614717,16.89597896,-11.39753032,18.43167712,-7.015263492,10.77105475,-11.93868557,1.005815138,-5.923496156,5.318165538,-6.140526295,1.948990958,-5.102755105,-0.666248019,blues
-160.2660312,126.1988004,-35.60544845,22.1533011,-32.48926973,10.86451213,-23.35792857,0.503116736,-11.80583116,1.206804106,-13.08382034,-2.806384649,-6.934122214,-7.558618519,-9.173552251,-4.51216586,-5.453538244,-0.924161636,-4.409332528,-11.70378126,blues
-129.086269,72.10388943,-7.749275284,49.2519718,-32.7115068,21.59778592,-27.36331924,14.99189874,-10.24707212,12.42476046,-17.03021878,7.106393505,-18.0094848,2.922716845,-14.47679418,4.054748021,-14.53060527,7.253354725,-8.201505233,-2.006035207,blues
-57.97879223,108.9891115,-36.20019724,64.03285673,1.45468244,26.30075192,-17.4702249,20.42356385,-9.526500348,18.17187004,-6.047028764,13.86262523,-11.28712323,4.663285943,-6.388997599,3.213774942,-8.078659407,-1.723661948,-5.422674765,-2.582366169,blues
-144.9679223,95.72647689,-21.59864849,49.62574588,-29.8847458,29.35317032,-18.84448775,17.8775813,-9.666900085,5.505879051,-9.546326632,6.365178666,-21.0838788,2.452763678,-9.533539249,-1.422650408,-9.327805558,5.136749813,-8.103219343,-2.445026983,blues
-251.3134501,88.72515249,-41.76719192,37.91978423,-12.02397328,21.63785116,-5.854144967,25.7257307,-5.196482459,14.30096272,-7.56134484,10.4695011,-4.921158339,5.283192036,0.30772699,3.319732853,1.261332597,4.767062965,-2.076303123,1.128966959,classical
-275.3462661,125.3112864,-41.04367076,24.59054022,-4.767962784,-4.266322341,-14.99946053,-5.051127747,-4.991537858,2.468480642,-10.88641918,-8.020301759,-5.15505972,-4.618426901,0.714934934,6.51770314,5.906553006,2.6838133,-2.032034931,-8.060385683,classical
